"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
23094525,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico de Enfermagem,D,D14,D1401,,,23,54,54,46,24,,,21,96,56,50,23,32,169,50,196,,,,36,51,86,74,,,,78,79,78,54,32,215,36,253
23095210,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TEC. EM LABORATORIO DE PROTESE DENTARIA,D,D14,D1401,,,3,16,9,8,10,,1,3,15,21,12,3,11,35,28,27,,,,6,2,3,1,,,1,2,6,4,3,4,8,8,8
23095947,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Transações Imobiliárias,C,C08,C0804,0,0,0,14,16,39,52,,,,,,,,86,35,,,0,0,0,4,3,1,13,,,,,,,,15,6,,
23095211,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,4,21,6,10,8,,,,,,,,7,42,,,,,,,4,19,3,,,,,,,,5,21,,
23095212,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM ATOR,D,D16,D1601,,10,12,25,6,9,,,12,23,13,18,10,1,29,33,40,37,,,,,,,,,,,,,,,,,,
23095212,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM DESING DE INTERIORES,D,D20,D2002,,,,2,5,,3,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,
23095214,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Auxiliar de Enfermagem,D,D14,D1401,,5,7,9,16,10,3,,4,8,9,12,11,6,7,43,9,41,,,13,28,11,12,7,,,1,8,12,18,10,18,53,12,37
23095214,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,6,9,15,18,12,,,12,11,18,22,13,15,45,23,53,,,5,4,12,10,7,,,4,6,6,9,10,11,27,7,28
23095214,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM - COMPLEMENTAÇÃO,D,D14,D1401,,,,2,2,6,5,,,1,3,1,7,6,1,14,6,12,,,2,1,3,5,6,,,,,,,,2,15,,
23094113,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,EM INSTRUMENTO MUSICAL,D,D16,D1601,1,2,1,2,,,1,,,,,,,,3,4,,,,,1,,1,,,,,,,,,,,2,,
23094115,2002,351506348500,São Paulo,SP,SANTOS,Particular,Urbana,Ativo,TÉCNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,,2,,3,,1,2,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,
23094174,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Ed. Prof. de Nivel Técnico de Enfermagem,D,D14,D1401,,,8,39,24,24,5,,,12,88,49,40,8,18,82,36,161,,,14,61,28,42,5,,,,50,33,41,15,28,122,34,105
23094850,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM/AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,12,73,34,37,15,,,27,146,103,131,68,25,146,76,399,,,2,14,19,24,12,,,4,65,53,84,54,11,60,63,197
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HAB. PPROFISSIONAL TÉCNICO EM INFORMÁTICA INDUST.,D,D12,D1201,,,,,,,,,3,1,7,1,1,,,,13,,,,,,,,,,,,5,3,,,,,8,
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HAB. PROFISSIONAL DE TÉCNICO EM ELETROTÉCNICA,B,B03,B0307,,,,,,,,,1,6,25,8,4,2,,,46,,,,,,,,,,,,9,1,2,2,,,14,
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HAB. PROFISSIONAL TÉCNICO EM QUÍMICA,B,B05,B0502,,,,,,,,,,10,25,20,11,8,,,52,22,,,,,,,,,,,,,,,,,,
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HAB. PROFISSIONAL TÉCNICO EM TELECOMUNICAÇÃO,D,D11,D1101,,,,,,,,,2,5,17,12,2,1,,,35,4,,,,,,,,,,,,,,,,,,
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,,,,,,,2,19,16,6,7,1,,,49,2,,,,,,,,,,,13,3,7,1,,,24,
23094467,2002,350301702804,São Paulo,SP,ARACATUBA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNIICO EM QUÍMICA,B,B05,B0502,,,,,,,,,,10,25,20,11,8,,,52,22,,,,,,,,,,,,,,,,,,
23094854,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO HABILITAÇÃO PROFISSIONAL DE ATOR,D,D16,D1601,,48,53,102,45,18,7,,10,17,54,23,19,5,82,191,56,72,,,3,12,10,3,9,,,,9,1,10,1,13,24,9,12
23093827,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,,,,1,1,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,
23094116,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,
23095216,2002,350201443402,São Paulo,SP,RIBEIRAO PRETO,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,1,1,8,9,13,9,,1,10,31,24,21,16,13,28,24,79,,,,2,3,7,7,,,4,26,22,14,21,7,12,20,67
23095216,2002,350201443402,São Paulo,SP,RIBEIRAO PRETO,Particular,Urbana,Ativo,TECNICO EM REABILITACAO FISICA,D,D14,D1401,,,2,4,4,4,4,,,,,,,,8,10,,,,,,,,,,,,,,,,,,,,
23095218,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM COMERCIO,C,C08,C0801,,128,27,2,2,,,,,,,,,,8,151,,,,,,,,,,,,,,,,,,,,
23095218,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM DESIGN GRAFICO,D,D20,D2002,,60,25,5,2,,,,,,,,,,59,33,,,,,,,,,,,,,,,,,,,,
23095218,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,157,34,19,2,,,,,,,,,,120,92,,,,,,,,,,,,,,,,,,,,
23095218,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,2,29,14,1,1,,,,,,,,,5,42,,,,,11,31,2,,,,,,,,,,1,43,,
23095219,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Habilitação Profissional Técnico de Enfermagem,D,D14,D1401,1,1,13,56,51,73,58,0,0,0,0,0,0,0,45,208,0,0,0,0,0,1,10,18,10,0,0,0,0,0,0,0,15,24,0,0
23093661,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,COMPLEMENTAÇÃO DO TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,19,7,11,7,,,4,40,,,,6,13,11,3,,,,,,,,5,28,,
23093661,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,28,84,41,52,13,,,10,38,35,19,2,22,196,21,83,,,,,,,,,,,,,,,,,,
23093661,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM RADIOLOGIA MÉDICA,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,10,5,,,8,20
23093661,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO ESTETICISTA,D,D14,D1401,,,,,,,,,,4,22,15,9,3,,,1,52,,,,,,,,,,,,,,,,,,
23095855,2002,351506150308,São Paulo,SP,SAO PAULO,Estadual,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,1,5,7,13,,,,,,,,4,22,,,,,,,2,17,23,,,,,,,,2,40,,
23095220,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Laboratório de Prótese Dentária,D,D14,D1401,,,,,,,,,,1,2,,,0,,,1,2,,,,,,,,,,,5,3,3,2,,,4,9
23094117,2002,351204725904,São Paulo,SP,JUNDIAI,Particular,Urbana,Ativo,TECNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,,6,1,2,1,,,,,,,,,,7,3,,,,,1,3,1,,,,,,,,,,4,1,,
23094118,2002,351506348500,São Paulo,SP,SANTOS,Particular,Urbana,Ativo,TÉCNICO EM INSTRUMENTO,D,D16,D1601,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
23095222,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,1,2,3,3,,,,9,,,,,,,,,,,,,3,5,,,1,7
23095223,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CURSO TECNICO EM MASSOTERAPIA,D,D14,D1401,,,5,32,42,50,58,,,1,25,25,44,29,50,137,42,82,,,,7,15,9,15,,,,6,8,18,19,10,36,25,26
23095223,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CURSO TÉCNICO EM ACUPUNTURA,D,D14,D1401,,,,7,7,9,27,,,,3,6,16,15,20,30,19,21,,,,,,,,,,,,,,,,,,
23093983,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,QUALIFICAÇAO PROF. AUXILIAR ENFERMAGEM,D,D14,D1401,,3,4,2,4,3,2,,1,4,10,10,10,7,7,11,7,35,,,,,,,,,,,14,13,12,16,,,3,52
23093983,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,5,20,12,3,2,,,7,35,,,,,,,,,,,,,,,,,,
23093983,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,TECNICO EM EMFERMAGEM,D,D14,D1401,,,6,11,7,3,4,,2,19,57,24,20,6,6,25,17,111,,,,10,3,5,3,,,,70,68,88,89,,21,33,282
23093983,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,TECNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,12,46,21,14,2,,,27,68,,,,,,,,,,,,,,,,,,
23093920,2002,350903829005,São Paulo,SP,MARILIA,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL DE TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,3,6,4,8,,,3,18,,,,,,,,,,4,4,6,5,7,,,5,21
23094119,2002,351506313504,São Paulo,SP,CUBATAO,Municipal,Urbana,Ativo,EDUCAÇÃO PROFISSIONAL DE NIVEL TÉCNICO EM MUSICA,D,D16,D1601,,,,,,,,,5,8,9,4,2,,,,11,17,,,,,,,,,,,,,,,,,,
23093813,2002,350201216200,São Paulo,SP,FRANCA,Particular,Urbana,Ativo,TECNICO EM LABORATORIO DE PROTESE ODONTOLOGICA,D,D14,D1401,,,,,,,,,,2,20,9,10,1,,,9,33,,,,,,,,,,2,20,7,5,1,,,9,26
23093813,2002,350201216200,São Paulo,SP,FRANCA,Particular,Urbana,Ativo,TECNICO EM PROTESE,D,D14,D1401,,,,,,,,,,2,20,9,10,1,,,10,32,,,,,,,,,,,,,,,,,,
23093921,2002,350703049102,São Paulo,SP,SAO JOAO DA BOA VISTA,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,1,11,16,24,19,,,,,,,,9,62,,,,,,,,,,,,,,,,,,,,
23095226,2002,351204807605,São Paulo,SP,BRAGANCA PAULISTA,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM EM NIVEL MEDIO,D,D14,D1401,,,1,6,3,2,,,1,33,66,19,11,4,2,10,17,117,,,,,,,,,,,,,,,,,,
23093979,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,BAILARINO PARA O CORPO DE BAILE,D,D16,D1601,,,,,,,,,5,2,3,1,,,,,,11,,,,,,,,,,,,,,,,,,
23095948,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,BAILARINO E MAGISTERIO DE DANÇA,D,D16,D1601,,,,,,,,,1,,4,,3,,,,,8,,,,,,,,,,1,3,,1,,,,,5
23095227,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Habilitação Prof. em Téc. Enfermagem,D,D14,D1401,,,7,11,12,21,15,,,2,14,31,46,23,15,51,19,97,,,,19,53,72,35,,,34,53,72,93,48,56,123,67,233
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HAB. PROFIS. TÉCNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,9,15,5,2,2,,,22,11,,,,,,,,,,,,,,,,,,
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROF. TÉCNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,7,19,9,4,1,,,11,29,,,,,,,,,,,15,7,7,,,,12,17
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROFISSIONAL DE TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,1,34,42,5,4,,,,20,66,,,,,,,,,,1,14,6,1,,,,7,15
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROFISSIONAL DE TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,12,19,2,,,,,3,30,,,,,,,,,,,,,,,,,,
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROFISSIONAL DE TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,1,1,47,119,33,55,22,,,43,235,,,,,,,,,,,43,33,57,41,,,31,143
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROFISSIONAL DE TÉCNICO EM INFORMÁTICA,D,D14,D1401,,,,,,,,,2,11,19,2,3,1,,,19,19,,,,,,,,,,1,11,4,1,,,,7,10
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABIL. PROFISSIONAL DE TÉCNICO EM QUÍMICA,B,B05,B0502,,,,,,,,,,4,18,6,6,2,,,28,8,,,,,,,,,,,,,,,,,,
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABILI PROFISSIONAL DE TÉC EM PATOLOGIA CLÍNICA,D,D14,D1401,,,,,,,,,,11,11,1,2,4,,,1,28,,,,,,,,,,,,,,,,,,
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,HABILI. PROFISSIONAL EM FARMÁCIA,D,D14,D1401,,,,,,,,,,6,23,8,3,,,,13,27,,,,,,,,,,2,8,6,,,,,4,12
23094004,2002,350703130706,São Paulo,SP,MOGI-GUACU,Particular,Urbana,Ativo,QUALIF. PROFISSIONAL DE AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,10,47,26,9,7,,,11,88,,,,,,,,,,,,,,,,,,
23094120,2002,350402125300,São Paulo,SP,JAU,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO MUSICAL,D,D16,D1601,,6,6,1,2,2,1,,,,,,,,5,13,,,,4,11,9,,3,2,,,,,,,,5,24,,
23095888,2002,350201049409,São Paulo,SP,SAO JOAQUIM DA BARRA,Municipal,Urbana,Ativo,INSTRUMENTO MUSICAL PIANO,D,D16,D1601,,5,,,,1,,,,,,,,,,6,,,,2,,,,,,,,,,,,,,2,,
23094121,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,CURSO TÉCNICO DE MUSICA DE NÍVEL MÉDIO PROF,D,D16,D1601,,3,,,,,,,2,1,1,1,,,1,2,2,3,,,,,,,,,,2,,,,,,,,2
23094650,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,4,16,11,8,7,0,0,4,20,12,7,2,4,42,8,37,0,0,1,10,2,11,1,0,0,0,0,0,0,0,1,24,0,0
23094122,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INSTRUMENTO MUSICAL,D,D16,D1601,1,1,1,1,0,1,1,0,6,6,2,0,2,2,3,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,10,8,6,,2,,,,2,6,3,5,,6,20,2,14,,,1,5,8,7,4,,,,11,10,10,3,5,20,3,31
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,ENFERMAGEM DO TRABALHO,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,1,4
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,RADIOLOGIA POR IMAGEM E DIAGNOSTICO,D,D14,D1401,,,,2,1,,,,,,2,,2,,1,2,2,2,,,,4,6,2,,2,,2,23,17,2,,7,5,26,20
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,RADIOLOGIA POR IMAGEM E DIAGNÓSTICO,D,D14,D1401,,,,2,1,,,,,,2,,2,,1,2,2,2,,,,4,6,2,,2,,2,23,17,2,,7,5,26,20
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,2,2,5,2,,,,2,1,3,3,,11,,9,,,,,,,,,,,4,4,4,3,,,2,13
23094469,2002,351505918800,São Paulo,SP,GUARULHOS,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,2,2,5,2,,,,2,1,3,3,,11,,9,,,,,,,,,,,4,4,4,3,,,2,13
23095856,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,6,7,4,,,,,,,,,2,15,,
23095856,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇAO PROF. TECNICO ENFERMAGEM,D,D14,D1401,,,,4,8,16,2,,,,,,,,5,25,,,,,,,,,,,,,,,,,,,,
23095228,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,BAILARINO E MAGISTERIO DE DANÇA,D,D16,D1601,,,,,,,,,4,3,1,,,,,,,8,,,,,,,,,,2,,,,,,,,2
23094470,2002,351506148807,São Paulo,SP,SAO CAETANO DO SUL,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,7,10,8,,,,8,20,30,32,10,5,20,15,85,,,,2,5,,1,,,,13,26,37,8,,8,7,77
23093974,2002,351506148708,São Paulo,SP,SAO BERNARDO DO CAMPO,Particular,Urbana,Ativo,TÉCNICO ENM PATOLOGIA CLÍNICA,D,D14,D1401,,,,,,,,,,3,10,4,6,,,,4,19,,,,,,,,,,,,,,,,,,
23094479,2002,350502403208,São Paulo,SP,ARARAQUARA,Particular,Urbana,Ativo,TECNICO EM LABORATORIO DE PROTESE ODONTOLOGICA,D,D14,D1401,,,4,5,1,,1,2,,5,20,4,6,2,4,7,18,21,,,,14,3,,,,,,10,4,1,1,5,12,8,8
23094084,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração (3 Semestres),D,D13,D1301,,48,9,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,
23094084,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração (4 semestres),D,D13,D1301,,27,3,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,
23094084,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Eletrônica,B,B03,B0307,,74,40,2,,,,,,,,,,,116,,,,,,,4,,,,,,,,,,,4,,,
23094084,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Telemática,D,D11,D1101,,26,1,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,
23094535,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Enfermagem,D,D14,D1401,,,2,33,19,10,2,,,16,60,39,35,19,9,57,22,147,,,1,16,5,11,13,,,,13,8,11,9,6,40,6,35
23095889,2002,350502422703,São Paulo,SP,ITAPOLIS,Particular,Urbana,Ativo,HAB. PROF. DE TECNICO EM MUSICA ENFASE EM PIANO,D,D16,D1601,,4,,,,1,,,1,1,,1,,,1,4,1,2,,,1,,,,,,,,,,,,1,,,
23093705,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,ED PROFISSIONAL NIVEL MÉDIO HABILITAÇÃO DANÇA,D,D16,D1601,,,,,,,,,3,,1,,,,,,,4,,,,,,,,,,,,,,,,,,
23093705,2002,351505734401,São Paulo,SP,OSASCO,Particular,Urbana,Ativo,ED.PROFISSIONAL NÍVEL MÉDIO HABILITAÇÃO MUSICA,D,D16,D1601,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
23094140,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,5,14,22,47,49,,,,,,,,93,44,,,,,2,6,10,20,22,,,,,,,,40,20,,
23094140,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,1,5,18,164,137,206,177,,,,,,,,648,60,,,1,2,4,34,28,43,35,,,,,,,,135,12,,
23094140,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMÁTICA,D,D12,D1201,,,,7,4,8,10,,,,,,,,23,6,,,,,,2,2,,,,,,,,,,3,1,,
23094140,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,,1,15,23,40,33,,,,,,,,3,109,,,,,1,12,17,30,23,,,,,,,,,83,,
23094140,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM TRANSAÇÕES IMOBLIARIAS,C,C08,C0804,,,6,43,44,70,130,,,,,,,,212,81,,,,,10,68,70,111,205,,,,,,,,335,129,,
23096086,2002,350602838709,São Paulo,SP,PIRACICABA,Particular,Urbana,Ativo,TÉCNICO  EM  LABORATÓRIO DE PROTESE  DENTARIA,D,D14,D1401,,2,13,17,10,7,7,,,,,,,,17,39,,,,,4,20,5,6,3,,,,,,,,11,27,,
23096086,2002,350602838709,São Paulo,SP,PIRACICABA,Particular,Urbana,Ativo,TÉCNICO  EM HIGIENE  DENTAL,D,D14,D1401,,,3,9,5,2,1,,,,,,,,,20,,,,1,2,9,3,2,3,,,,,,,,,20,,
23095229,2002,351506348500,São Paulo,SP,SANTOS,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,1,2,6,14,9,2,,,,,,,,6,28,,,,,4,3,3,5,,,,2,2,1,4,,1,14,,9
23095229,2002,351506348500,São Paulo,SP,SANTOS,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,4,19,,5,2,,2,1,9,7,12,2,4,26,2,31,,,,41,41,38,13,,,,,,,,6,127,,
23094609,2002,350803414403,São Paulo,SP,DRACENA,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,9,35,6,8,5,,,13,50,,,,,,,,,,2,92,29,32,11,,,27,139
23094609,2002,350803414403,São Paulo,SP,DRACENA,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,27,121,26,26,16,,,28,188,,,,,,,,,,,,,,,,,,
23094609,2002,350803414403,São Paulo,SP,DRACENA,Particular,Urbana,Ativo,TÉCNICO EM GESTÃO EMPRESARIAL-CONTABILIDADE,D,D13,D1301,,,,,,,,,1,14,20,4,6,5,,,18,32,,,,,,,,,,,10,2,,1,,,6,7
23094609,2002,350803414403,São Paulo,SP,DRACENA,Particular,Urbana,Ativo,TÉCNICO EM LABORATÓRIOS MÉDICOS,D,D14,D1401,,,,,,,,,,13,33,9,8,6,,,8,61,,,,,,,,,,,,,,,,,,
23094609,2002,350803414403,São Paulo,SP,DRACENA,Particular,Urbana,Ativo,TÉCNICO EM RADIOLOGIA,D,D14,D1401,,,,,,,,,,8,61,27,19,7,,,77,45,,,,,,,,,,,,,,,,,,
23093716,2002,351204623909,São Paulo,SP,ITU,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,,,,,,,3,11,34,20,19,9,,,16,80,,,,,,,,,,4,11,12,14,11,,,6,46
23093716,2002,351204623909,São Paulo,SP,ITU,Particular,Urbana,Ativo,TECNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,,2,4,17,9,,,5,27,,,,,,,,,,,9,2,3,8,,,5,17
23093817,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico de Nível Médio em Informática,D,D12,D1201,0,1,1,5,1,2,0,0,0,5,7,3,2,0,9,1,17,0,0,0,4,3,4,0,0,0,0,3,10,0,5,1,9,2,18,1
23094645,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,3,10,10,5,,,,10,18,,,1,4,1,,,,,,10,8,10,,2,4,7,21
23094123,2002,350402006003,São Paulo,SP,BAURU,Particular,Urbana,Ativo,HAB. PROF.TECNICO EM INSTRUMENTO- PIANO OU VIOLAO,D,D16,D1601,,2,4,1,,,,,,,,,,,4,3,,,,,3,1,,,,,,,,,,,1,3,,
23093828,2002,350201324303,São Paulo,SP,JABOTICABAL,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,5,1,,2,,,6,4,,,,,,,,,,,,,,,,,,
23093828,2002,350201324303,São Paulo,SP,JABOTICABAL,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,2,11,10,9,1,,,30,3,,,,,,,,,,,,,,,,,,
